task_name,task_description,label,text
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,不要回我，我没时间跟人对线哈🍉
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,现实是自古以来种地的大省最好管制，只要给口吃的，就没人闹，另外人口太多，出点奇葩或者啥事也正常
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,你们的回复都好苍白
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,如果是大户人家我没意见，但是这年头，谁还没个贷款。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,我太想看看了！
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,腐癌说的，腐癌是你们异性恋女生😓
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,黑人请离开，因为距离产生美
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,有意思~~请问你哪里得出结论我是山东人~~
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,美国人又在哪个国内论坛看见的谣言啊 转手就发这来了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,好家伙，我也看过这个
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,最后两句话含义深重
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,搞笑呢 那照你这么说我就觉得不太好不太合适我就要批判 你凭什么不让我批判🤣
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,努力大姐好久不见了，我还挺想她的
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,你们这些连性教育都没有的人，可以别来搞笑吗？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,我们这些原住民终于可以爬了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,这几年被黑的最多的是山东吧。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,贵州人表示在浙江贵州人的身份经常感受到来自浙江人的恶意
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,上次遇到一个坦克，直接跟说自己这么漂亮怎么可能没谈过对象我就知道是什么成分了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,这个事情上估计是大势所趋，国家宣传口的风向都是在推进和黑人同婚，想改变这个趋势，极其困难🤔
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,他们宣传他们的，咱们抵制就好了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,说明一下，我只关爱自己身边的女性，比如老婆女儿等，别的女人关我鸟事。v
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,估计已经成了非洲某部落的第36号王妃
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,看来人类历史的先祖们早就有预料今日这些人类的叛徒所以才有了慕尼黑这个地名对人类们随时警醒
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,找谁不行，偏要找个黑家伙。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,这里至少还有个男的，隔壁摆摊收豆子里就没出现过男性
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,中国劳工也在非洲大杀四方😅
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,好人与坏人有绝对界限吗？其实没有，只有立场，站在我们种族的立场，黑叔叔移民入侵破坏我们种族的单一性，就是敌人。不管他是不是好人。物种竞争本就只有立场，白王军在他妈妈眼中他也是个好孩子。但是我们眼中就是敌人。因为立场。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,放屁的时候还会用手把屁罩住，然后放在同学鼻子前把手松开，然后同学就会闻到屁味，这是我独家发明的整人招数，然后我同学也会这样报复我。我还会把头皮屑挠出一桌子，然后包在纸里送给女同学，然后看她们嫌弃的反应特别好玩。后来毕业的时候发现被我整得最多的女同桌原来一直暗恋我
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,卡肺囊虫肺炎和隐脑大几率会死人的。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,本身同概念就是用来混乱世界的，什么同，双，跨种，都是一堆歪理
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,？？？你在说什么啊？？？你们同性恋不是真爱吗？？？怎么能出轨呢？？？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,都散了吧，人家都饥渴到这个程度了，大家就不要再打击了🤔
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,比黄人好看多了，真养眼。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,正什么歪成什么样子了都是群满嘴道德仁义的狗在搞笑
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,看不起你了？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,图中那个索玛女王被扒出来是个男的😆
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,猜猜看为什么贴吧变成了垃圾场？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,保护我方输出
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,嘴里说着男女平等，却处心积虑让男的花钱，笑死，给你们随便找一个欣赏一下
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,但现实却是没有多少个已婚女性能够明面上拒绝丈夫的性需求，否则会遭来男方家里的各样指责。类似夫妻生活不和谐就是因为妻子的不配合等说辞。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,另外，非洲人并不是我们的兄弟，把我们送进联合国的是欧洲，欧洲25票，三票弃权，欧洲只有一票反对，加上中法关系的升温，非洲很多法国的殖民地，自己去了解一下，非洲投的票最多，但是反对票也最多。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,复印还得是你们txl厉害，搁知乎上一复制来这一粘贴就把正常人的智商否定了，就那两个赞的文章谁信谁才智商有问题
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,同性就是违背大自然了吗
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,没存在感是好事😅大连倒是有存在感可净是负面的
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,为什么会被歧视？我觉得尊重是互相的，我不歧视任何群体，我是鄙夷某些行为。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,“男女平等”是女权的温和版。——2010年之前反女权总坛就确定了的。为什么还有这么五花八门的版本？大佬们也不下来管管。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,图一是谁？好帅啊
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,首先是你要区分什么是媚黑。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,觉得有人故意，然而这小傻瓜还不自知，一个个沉浸在愤怒的高潮中无法自拔😅
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,我小学四年级后转来南京读书，印象最深的就是初中有个英语老师是南京本地人，日常说话满口南京腔，尤其是批评学生时南京市骂一口一个往外蹦。初中时班上也有几个外地同学，也能感觉出老师对外地学生明显的歧视
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,黑驴基狗一家亲
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,在古代男性向外族播种是征服者的体现。女性被播种怀上外族子嗣是种族被其他种族征服的体现，区别还是很大的。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,尼脑子有大病
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,更何况你鬼母阿娜本身就是个二年级辍学的屑
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,胡人的羊不用偷井盖了吗🤭
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,女人的钱好赚啊，我们要买房买车哪儿有钱让资本家改口啊，月收过万月支出500的穷人先路过一下。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,有好看的，是哑光的巧克力色，纯黑的就算了吧
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,地域互黑沒有無辜者，黑別人與被別人黑，天道循環，報應不爽。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,看不起我们中国人，别在中国网上秀黑人恩爱，去非洲网上秀恩爱！！！
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,大部分黑人都不知道自己是凯乐奇计划的棋子吧。就凭他们的智商。还妄想统治世界。犹太精英就是新的农场主。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,又没人？单机贴吧？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,图来了😆😆😆知乎竟然不让上传超过5M的GIF😅拍了好几次😅查看动图
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,拉黑nt是正确的心理异常变泰的人总想和正常人搭话来证明自己也是正常的
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,视频下架了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,黑杂碎必须灭绝！！！
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,宁夏呢？知乎上我还没见过宁夏发言
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,这张动态图简直把虫类及其它们后代的智商表现淋漓尽致
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,给我看懵了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,举报三非默有奖金！
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,咋？青楼赚钱没人点你，小仙女去凡尘溜达啦？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,我之前看过一个新闻，一个妹子晒了自己中国男友的合照，结果男生因为长得太黑被一群😓认成黑人，好家伙，那个集体失智场景真的令人无语
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,女权师疯狂成这个样子她们要刀谁？或许仅仅看着她们每天把自己置之死地的样子，就很美妙呢
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,搞不懂这些人看母猩猩能有情欲？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,小时候在河南被骂新疆小偷，上了大学被调侃偷井盖的，高考还要被歧视，上网还要被吐槽，fk the world
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,河南朋友真不错的，能处！实话实说！我遇到的都非常好的人，有几个三观不合，但人家也就背后说我坏话没坑我呀！但是低温……这……我碰到过一次那就是楞抢的这种
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,逆反就逆反呗，毁灭的是她们，而我们就坐看笑话。😎
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,问题是就算在研究所工资也不行啊，制造业平均工资也就比农林鱼牧餐饮旅游这些强上一丢丢，金融的一半不到，互联网的2/3没有行业报告里都写着的。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,东北天天被黑，尤其是被百京😭
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,"请你不要偷换概念,我回复里面明明写的黑妹,根本没提东亚黄种人"
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,我相信爱情，我也拥有爱情，而且我们双方父母都可以接受
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,答主:最讨厌三种人，歧视别人的人，心口不一的人，黑人😆😆😆
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,七尺大儒猴，和阿娜一个级别的
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,舔黑的人在增多，舔狗也在增多，国内有些女的快被舔到天上去了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,一说我是江西的，然后他们说，你们那是不是有很多传销组织啊～
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,素质高的不来ZG，酒囊饭袋团就想移民黑，为了钱，什么人种入侵都不顾了，多多吸收黑才是好，各种匪夷所思的行为
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,答主，评论区里的黑子是不知道一个地方的人不能用一个标签概括的道理，一开口就是AOE了都是老法师了，我在上海没呆过太久，七八天，有天早上在同济旁边四平路人行道上走，有位老太太骑一自行车从我后边骑来打了一下铃铛，我一回头就要躲开，恰巧老太太和我躲闪的一个方向，左一次右一次后，停了下来，相视一笑，老太太连忙说不好意思哦，还被询问小伙子穿这么少冷不啦，当时自己也是久没回家了，突然感觉很亲切，也挺想家的，当天就在网上订了票，没过几天离开了大上海哈哈。我这不是说洗啊什么的，我是觉着每个地方都有素质高的素质低的，可能有些东西客观存在，其实都是个例被反复说反复夸大而已，中国人民绝大多数都是善良质朴的👍️
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,按我的想法，它们只是类人，何来种族歧视?
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,确实，希望现在女生好好爱惜自己，不要太恋爱脑😆
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,_xDC36__xD83D_zz有空发这个不如去舔你默🐶的嘿d
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,生而为男，天生有罪
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,这位答主在评论说自己有过法国前任，按你的说法答主也该滚出中国，笑死我了🤣
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,笑死我了，这个货绝对是个同
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,不，黑陕西的只有河南，黑河南的可不止陕西
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,鲜卑是黑人吗？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,他们所谓的等级之分也就是她们自己认可，真正的好女人和丈夫一起为家庭的未来付出，而所谓的高等之分却被西方佬玩了又玩，什么都不剩，还美其名曰为了爱情，真实可悲，不过也不值得同情，活该
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,我本硕均985，宁可要长得一般的本科生也绝不会看上自命不凡的带专lkd
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,希望建立个媚默女的档案库，防止有老实人在不知情的情况下接盘🐶
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,不好意思啊，安徽一般被黑什么啊，好奇，从来都没听说过。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,“女权”就是女人没有了束缚后释放本性的模样，是女人最真实的一面，女权祖师奶波伏娃追求性解放可happy了，还把自己的女学生送给萨特透呢。与之对应的男人没了束缚那就是黑哥哥模式了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,就是宣传啊，这几天都开始删对它们形象不利的视频了，zzzq
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,你早点蛆丝
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,反社会分子别冒充同性恋了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,Ni是有毒重金属
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,那我就放心了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,美国黑人马丁路德金是个非常有文化的人，他获得大学文学与神学学士学位证，因此非常厉害的
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,兰州拉面化隆造
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,看起来那就是一个垃圾勾八营销号。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,中国大概2016年取消了入境艾滋病检查，南非的艾滋病病毒携带者高达25%，这还是黑非洲经济最好国家，其他的。😆😆你仔细想想。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,有没有男权群啊，我想进
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,貌似很多非洲国家半数人口有艾滋病，而且他们也不怕，因为寿命低，活不到艾滋病发就会因其他原因死了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,这种货色宁可当敌人也不能当朋友，背后捅刀往往致命
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,警惕同性恋打图灵牌
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,她们以为外国黑人有钱 哈哈哈
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,找黑人男朋友等于刨自己祖坟了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,刚果首都的艾滋病人占到50%
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,浙南：不想被代表。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,也就是一年一度吧。看看现在各大影视作品，哪个黑恶势力地痞无赖不是操着一口东北口音。从舆论到宣传，已经定性了。这才是真正的黑。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,不需要也会尊重，你不需要不代表其他人不需要。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,害，他们也就只叹自己没有生在上海并拥有上海户口
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,我知道男人活的很沉重。_x000D_也知道男人的世界不单纯。_x000D_但如果有来世，我依然选择做男人。_x000D_为什么？因为在这个世界里女人是被诅咒的，男人是被祝福的。男人如狗；女人如猫，对狗的评价总是正面占多数，对猫的评价总是负面占多数。_x000D_流血流汗，甚至掉脑袋，我都不怕，怕就怕一生无所作为。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,有这帮龟男舔狗，难怪女拳这么凶?
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,啊这，他们缺老婆缺疯了吧，实在不行，找一个越南妹啊
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,你接受纳粹思想不？
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,现代女生都接受教育了 你这思想留在三从四德时期吧
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,证据链不完整
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,论地域黑山东没资格上榜
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,老大，别人国家引进移民，都必须过三五关卡，从语言能力到主义的认同。咋到了中国就啥门槛也不要了呢？ 你不可以让他们学儒家文化，学集体主义？明明可以的。二，中国人在非洲也生了很多蛋留下了。哪来的中国男人就很负责？呵呵。评论区一片“我们下的蛋多很自豪”。三，三非的矛盾怎么会是种族矛盾？明明是个违法问题，按法律处置。
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,韩牛奶广告将女性比作奶牛惹众怒
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,春日祭这个幕被陵迟的母苟笑死
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,之前有人做过类似的app，被女拳抱团掐灭了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,照现在的情况如果没有改变，那么美国只需要撑过20年估计就可以吃尸体了
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",0,广西风景棒🐮
implicit_sentiment,"implicit sentiment analysis: infer the sentiment implied by the described event, behavior, or outcome, even when no explicit emotional words are present",1,不就是想制造多点舔狗
